gram_key,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list,tag6,tag7
activated charcoal,m,2,supplement,poisoning,,,,['supplement'],['poisoning'],,,,,
actos,m,1,prescription,diabetes,control blood sugar,,,['prescription'],['diabetes'],['control blood sugar'],,,,
acupan,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
acyclovir,m,1,prescription,"cold sore, herpes, shingles, chickenpox",,,,['prescription'],"['cold sore', 'herpes', 'shingles', 'chickenpox']",,,,,
adaptogens,m,1,"supplement, category","general health, stress",,,,"['supplement', 'category']","['general health', 'stress']",,,,,
adcal,m,1,brand,bone health,,,,['brand'],['bone health'],,,,,
adderall,m,1,prescription,"adhd, narcolepsy",amphetamine,,,['prescription'],"['adhd', 'narcolepsy']",['amphetamine'],,,,
adderall xr,m,2,prescription,"adhd, narcolepsy",amphetamine,,,['prescription'],"['adhd', 'narcolepsy']",['amphetamine'],,,,
adrenal,m,1,body part,general health,,,,['body part'],['general health'],,,,,
adrenal cortisol support,m,3,supplement,stress,adrenal gland function,,,['supplement'],['stress'],['adrenal gland function'],,,,
advair,m,1,prescription,asthma,,"advair diskus, advair hfa",,['prescription'],['asthma'],,"['advair diskus', 'advair hfa']",,,
advil,m,1,otc,"pain relief, fever",,"motrin, ibuprofen",,['otc'],"['pain relief', 'fever']",,"['motrin', 'ibuprofen']",,,
advocare spark,m,2,supplement,energy,contains caffeine,"advocare, spark",,['supplement'],['energy'],['contains caffeine'],"['advocare', 'spark']",,,
agnus castus,m,2,supplement,"breast pain, premenstrual syndrome",,,,['supplement'],"['breast pain', 'premenstrual syndrome']",,,,,
aleve,m,1,otc,"pain relief, fever",,naproxen,,['otc'],"['pain relief', 'fever']",,['naproxen'],,,
alfadil,m,1,prescription,"hypertension, benign prostatic hyperplasia",,,,['prescription'],"['hypertension', 'benign prostatic hyperplasia']",,,,,
alfuzosin,m,1,prescription,benign prostatic hyperplasia,,,,['prescription'],['benign prostatic hyperplasia'],,,,,
algae oil,m,2,supplement,preterm birth,,algal oil,,['supplement'],['preterm birth'],,['algal oil'],,,
allegra,m,1,otc,allergy,antihistamine,,,['otc'],['allergy'],['antihistamine'],,,,
allegrad,m,1,otc,allergy,antihistamine,,,['otc'],['allergy'],['antihistamine'],,,,
aller c,m,2,supplement,"congestion, allergy",,,,['supplement'],"['congestion', 'allergy']",,,,,
aller ease,m,2,otc,allergy,antihistamine,,,['otc'],['allergy'],['antihistamine'],,,,
aller fex,m,2,otc,allergy,antihistamine,,,['otc'],['allergy'],['antihistamine'],,,,
allertec,m,1,otc,allergy,antihistamine,,,['otc'],['allergy'],['antihistamine'],,,,
alli,m,1,"prescription, otc",weight loss,,,,"['prescription', 'otc']",['weight loss'],,,,,
allopurinol,m,1,prescription,"gout, kidney stone",,,,['prescription'],"['gout', 'kidney stone']",,,,,
alpha brain,m,2,supplement,cognitive function,,,,['supplement'],['cognitive function'],,,,,
alpha gpc,m,2,supplement,congitive function,,,,['supplement'],['congitive function'],,,,,
alpha lipoic acid,m,3,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
alprazolam,m,1,prescription,"anxiety, panic disorder",,xanax,,['prescription'],"['anxiety', 'panic disorder']",,['xanax'],,,
altace,m,1,prescription,"hypertension, heart failure, kidney disease",,ramipril,ACE-inhibitor,['prescription'],"['hypertension', 'heart failure', 'kidney disease']",,['ramipril'],['ACE-inhibitor'],,
amalaki churna,m,2,supplement,"anemia, diarrhea, inflammation, jaundice, diabetes",,,,['supplement'],"['anemia', 'diarrhea', 'inflammation', 'jaundice', 'diabetes']",,,,,
amantadine,m,1,prescription,"parkinsons disease, flu",,"gocovri, symmetrel, osmolex er",,['prescription'],"['parkinsons disease', 'flu']",,"['gocovri', 'symmetrel', 'osmolex er']",,,
amberen,m,1,otc,menopause,,,,['otc'],['menopause'],,,,,
ambien,m,1,prescription,insomnia,,zolpidem,,['prescription'],['insomnia'],,['zolpidem'],,,
amino,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
amino acid,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
amitriptyline,m,1,prescription,depression,antidepressant,,,['prescription'],['depression'],['antidepressant'],,,,
amlodipine,m,1,prescription,"hypertension, angina","calcium channel blocker, antihypertensive","amlodipine teva, teva amlodipine",calcium channel blocker,['prescription'],"['hypertension', 'angina']","['calcium channel blocker', 'antihypertensive']","['amlodipine teva', 'teva amlodipine']",['calcium channel blocker'],,
amlodipine teva,m,2,prescription,"hypertension, angina","calcium channel blocker, antihypertensive","teva amlodipine, amlodipine",,['prescription'],"['hypertension', 'angina']","['calcium channel blocker', 'antihypertensive']","['teva amlodipine', 'amlodipine']",,,
amoxicillin,m,1,prescription,"pneumonia, bronchitis, bacterial infection",,,,['prescription'],"['pneumonia', 'bronchitis', 'bacterial infection']",,,,,
anastrozole,m,1,prescription,breast cancer,,,,['prescription'],['breast cancer'],,,,,
androgel,m,1,prescription,"low testosterone, hypogonadism",,,,['prescription'],"['low testosterone', 'hypogonadism']",,,,,
anopyrin,m,1,prescription,"pain relief, fever",,,,['prescription'],"['pain relief', 'fever']",,,,,
antacid,m,1,"category, prescription","indigestion, heartburn, gerd",,,antacid,"['category', 'prescription']","['indigestion', 'heartburn', 'gerd']",,,['antacid'],,
antibiotic,m,1,category,infection,,,,['category'],['infection'],,,,,
antidepressant,m,1,category,depression,,,,['category'],['depression'],,,,,
antihistamine,m,1,category,"itching, allergy",,,,['category'],"['itching', 'allergy']",,,,,
antiviral,m,1,category,general health,,,,['category'],['general health'],,,,,
anxiolytic,m,1,category,anxiety,,,,['category'],['anxiety'],,,,,
apixaban,m,1,prescription,"stroke, blood clot",,,,['prescription'],"['stroke', 'blood clot']",,,,,
aprovel,m,1,prescription,"hypertension, diabetic nephropathy",antihypertensive,,ARB,['prescription'],"['hypertension', 'diabetic nephropathy']",['antihypertensive'],,['ARB'],,
areds,m,1,supplement,eye health,,,,['supplement'],['eye health'],,,,,
armodafinil,m,1,prescription,"sleepiness, narcolepsy, sleep apnea, osahs",,,,['prescription'],"['sleepiness', 'narcolepsy', 'sleep apnea', 'osahs']",,,,,
armour thyroid,m,2,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
asa,m,1,otc,"pain relief, fever, inflammation",,aspirin,,['otc'],"['pain relief', 'fever', 'inflammation']",,['aspirin'],,,
asacol,m,1,prescription,ulcerative colitis,mesalamine,,,['prescription'],['ulcerative colitis'],['mesalamine'],,,,
ascorbate,m,1,supplement,antioxidant,,vitamin c,,['supplement'],['antioxidant'],,['vitamin c'],,,
ascorbic acid,m,2,supplement,antioxidant,,vitamin c,,['supplement'],['antioxidant'],,['vitamin c'],,,
asea,m,1,supplement,immune support,,asea redox,,['supplement'],['immune support'],,['asea redox'],,,
ashwagandha,m,1,supplement,"anxiety, depression, male fertility",,,,['supplement'],"['anxiety', 'depression', 'male fertility']",,,,,
asmanex,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
aspirin,m,1,otc,"pain relief, fever, inflammation",,,,['otc'],"['pain relief', 'fever', 'inflammation']",,,,,
astaxanthin,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
astelin,m,1,prescription,"itching, allergy, sneezing",,,,['prescription'],"['itching', 'allergy', 'sneezing']",,,,,
astralagus,m,1,supplement,"diabetes, chemotherapy relief",,,,['supplement'],"['diabetes', 'chemotherapy relief']",,,,,
atarax,m,1,prescription,"itching, allergy, anxiety, nausea",,hydroxyzine,,['prescription'],"['itching', 'allergy', 'anxiety', 'nausea']",,['hydroxyzine'],,,
atenolol,m,1,prescription,"hypertension, angina",,,beta-blocker,['prescription'],"['hypertension', 'angina']",,,['beta-blocker'],,
atenolol chlorthalidone,m,2,prescription,hypertension,,,,['prescription'],['hypertension'],,,,,
ativan,m,1,prescription,anxiety,,,,['prescription'],['anxiety'],,,,,
atorvastatin,m,1,prescription,hypercholesterolaemia,statin,,statin,['prescription'],['hypercholesterolaemia'],['statin'],,['statin'],,
atp 360,m,2,supplement,mitochondrial health,,,,['supplement'],['mitochondrial health'],,,,,
atrantil,m,1,otc,"digestive health, bloating",,,,['otc'],"['digestive health', 'bloating']",,,,,
augmentin,m,1,prescription,bacterial infection,antibiotic,amoxicillin and clavulanic acid,,['prescription'],['bacterial infection'],['antibiotic'],['amoxicillin and clavulanic acid'],,,
autrin xt,m,2,otc,"iron deficiency, anemia, vitamin b deficiency",,,,['otc'],"['iron deficiency', 'anemia', 'vitamin b deficiency']",,,,,
avmacol,m,1,supplement,immune support,,,,['supplement'],['immune support'],,,,,
azathioprine,m,1,prescription,organ transplant,immunosuppresant,,,['prescription'],['organ transplant'],['immunosuppresant'],,,,
azo,m,1,otc,"yeast infection, urinary tract infection",,,,['otc'],"['yeast infection', 'urinary tract infection']",,,,,
b complex,m,2,supplement,"general health, nerve health, depression, energy",,,,['supplement'],"['general health', 'nerve health', 'depression', 'energy']",,,,,
b complex vitamin,m,3,supplement,"general health, nerve health, depression, energy",,,,['supplement'],"['general health', 'nerve health', 'depression', 'energy']",,,,,
baby aspirin,m,2,otc,"pain relief, fever, inflammation",low dose aspirin,,,['otc'],"['pain relief', 'fever', 'inflammation']",['low dose aspirin'],,,,
baclofen,m,1,prescription,"pain relief, muscle spasticity",skeletal muscle relaxant,,,['prescription'],"['pain relief', 'muscle spasticity']",['skeletal muscle relaxant'],,,,
bacopa,m,1,supplement,"antioxidant, stress, inflammation",,,,['supplement'],"['antioxidant', 'stress', 'inflammation']",,,,,
bactrim,m,1,prescription,infection,bactrim ds,,,['prescription'],['infection'],['bactrim ds'],,,,
bactrim ds,m,2,prescription,infection,bactrim,,,['prescription'],['infection'],['bactrim'],,,,
bayer,m,1,brand,general health,,,,['brand'],['general health'],,,,,
bcaa,m,1,supplement,increase muscle mass,amino acid,,,['supplement'],['increase muscle mass'],['amino acid'],,,,
beano,m,1,otc,bloating,,,,['otc'],['bloating'],,,,,
bee pollen,m,2,supplement,"hypercholesterolaemia, antioxidant",,,,['supplement'],"['hypercholesterolaemia', 'antioxidant']",,,,,
benadryl,m,1,otc,"allergy, itching, insomnia",,,,['otc'],"['allergy', 'itching', 'insomnia']",,,,,
benazepril,m,1,prescription,hypertension,,,ACE-inhibitor,['prescription'],['hypertension'],,,['ACE-inhibitor'],,
benefiber,m,1,supplement,"fiber, digestive health",,,,['supplement'],"['fiber', 'digestive health']",,,,,
benicar,m,1,prescription,hypertension,,olmesartan,ARB,['prescription'],['hypertension'],,['olmesartan'],['ARB'],,
bentyl,m,1,prescription,irritable bowel syndrome,,dicyclomine,,['prescription'],['irritable bowel syndrome'],,['dicyclomine'],,,
berberine,m,1,supplement,"diabetes, hypercholesterolaemia, hypertension",,,,['supplement'],"['diabetes', 'hypercholesterolaemia', 'hypertension']",,,,,
berocca,m,1,supplement,"brain health, general health",,,,['supplement'],"['brain health', 'general health']",,,,,
beta alanine,m,2,supplement,carnosine production,,,,['supplement'],['carnosine production'],,,,,
betacarotene,m,1,supplement,"skin care, general health",,,,['supplement'],"['skin care', 'general health']",,,,,
betahistine,m,1,prescription,"vertigo, tinnitus, hearing loss, nausea",menieres disease treatment,dihydrochloride,,['prescription'],"['vertigo', 'tinnitus', 'hearing loss', 'nausea']",['menieres disease treatment'],['dihydrochloride'],,,
betaine,m,1,supplement,"heart disease, homocystinuria, liver disease, dry mouth",,,,['supplement'],"['heart disease', 'homocystinuria', 'liver disease', 'dry mouth']",,,,,
betaine tmg,m,2,supplement,"heart disease, homocystinuria, liver disease, dry mouth",,"betaine, betaine anhydrous, tmg",,['supplement'],"['heart disease', 'homocystinuria', 'liver disease', 'dry mouth']",,"['betaine', 'betaine anhydrous', 'tmg']",,,
betanine hcl,m,2,supplement,"heart disease, homocystinuria, liver disease, dry mouth",man-made betaine,"betaine, betaine anhydrous, tmg",,['supplement'],"['heart disease', 'homocystinuria', 'liver disease', 'dry mouth']",['man-made betaine'],"['betaine', 'betaine anhydrous', 'tmg']",,,
bhb ketone,m,2,supplement,"congitive function, energy",,"bhb, hydroxybutyrate",,['supplement'],"['congitive function', 'energy']",,"['bhb', 'hydroxybutyrate']",,,
biest,m,1,prescription,menopause,biestrogen,,,['prescription'],['menopause'],['biestrogen'],,,,
biestrogen,m,1,prescription,menopause,biest,,,['prescription'],['menopause'],['biest'],,,,
biktarvy,m,1,prescription,"hiv, aids",,,,['prescription'],"['hiv', 'aids']",,,,,
biocidin,m,1,"brand, supplement",digestive health,,,,"['brand', 'supplement']",['digestive health'],,,,,
biokult,m,1,"brand, supplement",digestive health,,,,"['brand', 'supplement']",['digestive health'],,,,,
bioperine,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
biosil,m,1,supplement,collagen production,"hair health, nail health, skin care",,,['supplement'],['collagen production'],"['hair health', 'nail health', 'skin care']",,,,
biosteron,m,1,prescription,menopause,dhea,,,['prescription'],['menopause'],['dhea'],,,,
biotin,m,1,supplement,collagen production,"vitamin b7, hair health, nail health, skin care",,,['supplement'],['collagen production'],"['vitamin b7', 'hair health', 'nail health', 'skin care']",,,,
birth control,m,2,"prescription, category",contraceptive,,,,"['prescription', 'category']",['contraceptive'],,,,,
bisglycinate,m,1,supplement,magnesium,,magnesium biglycinate,,['supplement'],['magnesium'],,['magnesium biglycinate'],,,
bisoprolol,m,1,prescription,hypertension,,,beta-blocker,['prescription'],['hypertension'],,,['beta-blocker'],,
black cohosh,m,2,supplement,menopause,,,,['supplement'],['menopause'],,,,,
black seed oil,m,3,supplement,"diabetes, asthma, weight loss",,,,['supplement'],"['diabetes', 'asthma', 'weight loss']",,,,,
blood pressure medication,m,3,category,hypertension,,,,['category'],['hypertension'],,,,,
blood thinner,m,2,category,blood clot,,anticoagulant,,['category'],['blood clot'],,['anticoagulant'],,,
bone strength supplement,m,3,category,bone health,,,,['category'],['bone health'],,,,,
borage oil,m,2,supplement,inflammation,,,,['supplement'],['inflammation'],,,,,
boron,m,1,supplement,"menstrual cramps, yeast infection",,,,['supplement'],"['menstrual cramps', 'yeast infection']",,,,,
boswellia,m,1,supplement,"arthritis, asthma, inflammation",,,,['supplement'],"['arthritis', 'asthma', 'inflammation']",,,,,
brain octane,m,2,supplement,"cognitive function, metabolic health",,,,['supplement'],"['cognitive function', 'metabolic health']",,,,,
brainictain,m,1,supplement,"cognitive function, metabolic health",,brain octane,,['supplement'],"['cognitive function', 'metabolic health']",,['brain octane'],,,
breo,m,1,prescription,"chronic obstructive pulmonary disease, asthma",,,,['prescription'],"['chronic obstructive pulmonary disease', 'asthma']",,,,,
brewer yeast,m,2,supplement,dietary supplement,,,,['supplement'],['dietary supplement'],,,,,
bromelain,m,1,supplement,"pain relief, osteoarthritis, cancer, burns",,,,['supplement'],"['pain relief', 'osteoarthritis', 'cancer', 'burns']",,,,,
budesonide,m,1,prescription,"inflammation, ulcerative colitis",crohns disease treatment,,,['prescription'],"['inflammation', 'ulcerative colitis']",['crohns disease treatment'],,,,
budesonide formoterol inhaler,m,3,prescription,"asthma, bronchitis",,,,['prescription'],"['asthma', 'bronchitis']",,,,,
bupropion,m,1,prescription,"depression, smoking cessation, anxiety",,,,['prescription'],"['depression', 'smoking cessation', 'anxiety']",,,,,
burdock root,m,2,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
burn out,m,2,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
buspar,m,1,prescription,anxiety,,,,['prescription'],['anxiety'],,,,,
buspirone,m,1,prescription,anxiety,,buspar,,['prescription'],['anxiety'],,['buspar'],,,
butyrate,m,1,supplement,gut health,,,,['supplement'],['gut health'],,,,,
butyric acid,m,2,supplement,gut health,,,,['supplement'],['gut health'],,,,,
bystolic,m,1,prescription,hypertension,,,beta-blocker,['prescription'],['hypertension'],,,['beta-blocker'],,
calcichew,m,1,supplement,"low blood calcium, osteoporosis, osteomalacia",,,,['supplement'],"['low blood calcium', 'osteoporosis', 'osteomalacia']",,,,,
calcium,m,1,supplement,bone health,,,,['supplement'],['bone health'],,,,,
calcium carbonate,m,2,supplement,bone health,,,,['supplement'],['bone health'],,,,,
calcium chew,m,2,supplement,bone health,,,,['supplement'],['bone health'],,,,,
calcium magnesium,m,2,supplement,bone health,,,,['supplement'],['bone health'],,,,,
calipia,m,1,brand,general health,,,,['brand'],['general health'],,,,,
calmag,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
caltrate,m,1,"brand, supplement",bone health,,,,"['brand', 'supplement']",['bone health'],,,,,
candecor,m,1,prescription,"hypertension, heart failure",,candesartan,ARB,['prescription'],"['hypertension', 'heart failure']",,['candesartan'],['ARB'],,
candesartan,m,1,prescription,"hypertension, heart failure",,candecor,ARB,['prescription'],"['hypertension', 'heart failure']",,['candecor'],['ARB'],,
caprilic acid triglycerides,m,3,supplement,,,additive,,['supplement'],,,['additive'],,,
carbamazepine,m,1,prescription,"seizure, bipolar disorder, epilepsy",,,,['prescription'],"['seizure', 'bipolar disorder', 'epilepsy']",,,,,
carbimazole,m,1,prescription,hyperthyroidism,,,,['prescription'],['hyperthyroidism'],,,,,
carbo animalis,m,2,otc,bloating,,,,['otc'],['bloating'],,,,,
cardicor,m,1,prescription,hypertension,,,beta-blocker,['prescription'],['hypertension'],,,['beta-blocker'],,
cardiox mag,m,2,supplement,heart health,,cardiox,,['supplement'],['heart health'],,['cardiox'],,,
cardiplus,m,1,supplement,heart health,,,,['supplement'],['heart health'],,,,,
carvedilol,m,1,prescription,"hypertension, angina, heart failure",,,beta-blocker,['prescription'],"['hypertension', 'angina', 'heart failure']",,,['beta-blocker'],,
casein,m,1,supplement,"athetlic performance, diabetes",,,,['supplement'],"['athetlic performance', 'diabetes']",,,,,
cat claw,m,2,supplement,"arthritis, inflammation, fever, dysentery, contraceptive",,,,['supplement'],"['arthritis', 'inflammation', 'fever', 'dysentery', 'contraceptive']",,,,,
cataplex c,m,2,supplement,immune support,,,,['supplement'],['immune support'],,,,,
cbd,m,1,supplement,"anxiety, depression, ptsd",,,,['supplement'],"['anxiety', 'depression', 'ptsd']",,,,,
cbd oil,m,2,supplement,"lennox-gastaut syndrome, anxiety, insomnia",,,,['supplement'],"['lennox-gastaut syndrome', 'anxiety', 'insomnia']",,,,,
celebrex,m,1,prescription,"inflammation, osteoarthritis, rheumatoid arthritis, arthritis",,,,['prescription'],"['inflammation', 'osteoarthritis', 'rheumatoid arthritis', 'arthritis']",,,,,
celecoxib,m,1,prescription,"pain relief, inflammation, osteoarthritis, rheumatoid arthritis, arthritis",,,,['prescription'],"['pain relief', 'inflammation', 'osteoarthritis', 'rheumatoid arthritis', 'arthritis']",,,,,
celexa,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
cellcept,m,1,prescription,organ transplant,,,,['prescription'],['organ transplant'],,,,,
centella asiatica,m,2,supplement,"wound healing, anxiety",,gotu kola,,['supplement'],"['wound healing', 'anxiety']",,['gotu kola'],,,
centrum,m,1,supplement,general health,,centella asiatica,,['supplement'],['general health'],,['centella asiatica'],,,
centrum silver,m,2,supplement,"general health, cognitive function",,,,['supplement'],"['general health', 'cognitive function']",,,,,
cephalexin,m,1,prescription,infection,,,,['prescription'],['infection'],,,,,
ceramides,m,1,supplement,skin care,,,,['supplement'],['skin care'],,,,,
cetirizine,m,1,otc,"allergy, itching",antihistamine,,,['otc'],"['allergy', 'itching']",['antihistamine'],,,,
cetyl myristoleate,m,2,supplement,osteoarthritis,,,,['supplement'],['osteoarthritis'],,,,,
champix,m,1,prescription,smoking cessation,varenicline,,,['prescription'],['smoking cessation'],['varenicline'],,,,
chantix,m,1,prescription,smoking cessation,,,,['prescription'],['smoking cessation'],,,,,
chelated multimineral,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
cherryflex softgel,m,2,supplement,immune support,,,,['supplement'],['immune support'],,,,,
chiraita extract,m,2,supplement,,,,,,,,,,,
chlorella,m,1,supplement,,,,,,,,,,,
chloroquine,m,1,prescription,"malaria, extraintestinal amebiasis",,,,['prescription'],"['malaria', 'extraintestinal amebiasis']",,,,,
chlorpheniramine maleate,m,2,"prescription, otc","hay fever, allergy, cold",,,,"['prescription', 'otc']","['hay fever', 'allergy', 'cold']",,,,,
chlorthalidone,m,1,prescription,"hypertension, edema",,,diuretics (thiazide),['prescription'],"['hypertension', 'edema']",,,['diuretics (thiazide)'],,
cholecalciferol,m,1,supplement,calcium deficiency,,,,['supplement'],['calcium deficiency'],,,,,
cholestepure,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
choline,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
chondroitin,m,1,supplement,"osteoarthritis, joint pain",,,,['supplement'],"['osteoarthritis', 'joint pain']",,,,,
chondromax,m,1,supplement,joint health,,,,['supplement'],['joint health'],,,,,
chromium,m,1,supplement,diabetes,,,,['supplement'],['diabetes'],,,,,
chromium polynicotinate,m,2,supplement,"diabetes, hypercholesterolaemia, weight loss",citalec,,,['supplement'],"['diabetes', 'hypercholesterolaemia', 'weight loss']",['citalec'],,,,
cialis,m,1,prescription,"erectile dysfunction, benign prostatic hyperplasia, pulmonary arterial hypertension",,,,['prescription'],"['erectile dysfunction', 'benign prostatic hyperplasia', 'pulmonary arterial hypertension']",,,,,
cimetidine,m,1,"prescription, otc","ulcer, gerd, zollinger ellison syndrome, heartburn",,,histamine 2 receptor antagonist,"['prescription', 'otc']","['ulcer', 'gerd', 'zollinger ellison syndrome', 'heartburn']",,,['histamine 2 receptor antagonist'],,
cimifemin forte,m,2,otc,menopause,,,,['otc'],['menopause'],,,,,
ciprofloxacin,m,1,prescription,"pneumonia, gonorrhea, typhoid fever, diarrhea, infection",,,,['prescription'],"['pneumonia', 'gonorrhea', 'typhoid fever', 'diarrhea', 'infection']",,,,,
citalec,m,1,prescription,"depression, fibromyalgia",citalopram,,,['prescription'],"['depression', 'fibromyalgia']",['citalopram'],,,,
citalopram,m,1,prescription,"depression, fibromyalgia",,,,['prescription'],"['depression', 'fibromyalgia']",,,,,
citracal,m,1,brand,general health,,,,['brand'],['general health'],,,,,
citrate,m,1,supplement,"kidney stone, gout",,,,['supplement'],"['kidney stone', 'gout']",,,,,
citrical,m,1,supplement,"calcium deficiency, vitamin d deficiency",,,,['supplement'],"['calcium deficiency', 'vitamin d deficiency']",,,,,
citrucel,m,1,supplement,constipation,,,,['supplement'],['constipation'],,,,,
citrulline,m,1,supplement,"sickle cell disease, erectile dysfunction, hypertension, heart disease",,l citrulline,,['supplement'],"['sickle cell disease', 'erectile dysfunction', 'hypertension', 'heart disease']",,['l citrulline'],,,
claritin,m,1,otc,"allergy, itching",antihistamine,,,['otc'],"['allergy', 'itching']",['antihistamine'],,,,
clatra,m,1,otc,allergy,antihistamine,,,['otc'],['allergy'],['antihistamine'],,,,
clenil modulite inhaler,m,3,prescription,asthma,,,,['prescription'],['asthma'],,,,,
clonazepam,m,1,prescription,"seizure, panic attack",anticonvulsant,,,['prescription'],"['seizure', 'panic attack']",['anticonvulsant'],,,,
clonidine,m,1,prescription,"hypertension, adhd",,,alpha-blocker,['prescription'],"['hypertension', 'adhd']",,,['alpha-blocker'],,
clopidogrel,m,1,prescription,blood clot,antiplatelet,,,['prescription'],['blood clot'],['antiplatelet'],,,,
co diovan,m,2,prescription,hypertension,"valsartan, hydrochlorothiazide",,"ARB, diuretics (thiazide)",['prescription'],['hypertension'],"['valsartan', 'hydrochlorothiazide']",,"['ARB', 'diuretics (thiazide)']",,
cocoavia,m,1,supplement,"brain health, heart health",,,,['supplement'],"['brain health', 'heart health']",,,,,
cocodamol,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
cod liver oil,m,3,supplement,inflammation,contains vitamins a and d,,,['supplement'],['inflammation'],['contains vitamins a and d'],,,,
codeine,m,1,"prescription, otc","pain relief, cough",,,,"['prescription', 'otc']","['pain relief', 'cough']",,,,,
coenzyme q10,m,2,supplement,"hypertension, gum disease, angina, parkinsons disease, migraine",,ubiquinol,,['supplement'],"['hypertension', 'gum disease', 'angina', 'parkinsons disease', 'migraine']",,['ubiquinol'],,,
colchicine,m,1,prescription,gout,,,,['prescription'],['gout'],,,,,
colesevelam,m,1,prescription,hypercholesterolaemia,statin,,bile acid sequestrants,['prescription'],['hypercholesterolaemia'],['statin'],,['bile acid sequestrants'],,
colestipol,m,1,prescription,hypercholesterolaemia,,,bile acid sequestrants,['prescription'],['hypercholesterolaemia'],,,['bile acid sequestrants'],,
collagen,m,1,supplement,"skin care, joint pain",,,,['supplement'],"['skin care', 'joint pain']",,,,,
collagen hydrolysate,m,2,supplement,"skin care, joint pain, bone health",,,,['supplement'],"['skin care', 'joint pain', 'bone health']",,,,,
collagen peptide,m,2,supplement,"skin care, joint pain, bone health",,,,['supplement'],"['skin care', 'joint pain', 'bone health']",,,,,
collagen powder,m,2,supplement,joint pain,skin care,muscle mass,,['supplement'],['joint pain'],['skin care'],['muscle mass'],,,
collagen protein,m,2,supplement,joint pain,skin care,muscle mass,,['supplement'],['joint pain'],['skin care'],['muscle mass'],,,
colostrum,m,1,supplement,antioxidant,breast milk for babies,,,['supplement'],['antioxidant'],['breast milk for babies'],,,,
complex vitamin,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
concerta,m,1,prescription,adhd,,,,['prescription'],['adhd'],,,,,
conjugated linoleic acid,m,3,supplement,"hypertension, obesity",,,,['supplement'],"['hypertension', 'obesity']",,,,,
contraception,m,1,category,contraceptive,,,,['category'],['contraceptive'],,,,,
contraceptive,m,1,category,contraceptive,,,,['category'],['contraceptive'],,,,,
contrave,m,1,prescription,weight loss,,,,['prescription'],['weight loss'],,,,,
copaiba,m,1,supplement,"inflammation, pain relief",,,,['supplement'],"['inflammation', 'pain relief']",,,,,
coq,m,1,supplement,"heart health, migraine",,conenzyme q10,,['supplement'],"['heart health', 'migraine']",,['conenzyme q10'],,,
cordyceps,m,1,supplement,"diabetes, antioxidant, heart health",,,,['supplement'],"['diabetes', 'antioxidant', 'heart health']",,,,,
cortisol,m,1,"prescription, otc",inflammation,,,,"['prescription', 'otc']",['inflammation'],,,,,
cortisol manager,m,2,supplement,stress,,,,['supplement'],['stress'],,,,,
cortoalign,m,1,supplement,stress,,,,['supplement'],['stress'],,,,,
cosyrel,m,1,prescription,"hypertension, stable coronary artery disease, chronic heart failure",,,"beta-blocker, ACE-inhibitor",['prescription'],"['hypertension', 'stable coronary artery disease', 'chronic heart failure']",,,"['beta-blocker', 'ACE-inhibitor']",,
cough drop,m,2,category,cough,,,,['category'],['cough'],,,,,
cough syrup,m,2,,,,,,,,,,,,
coversyl,m,1,prescription,"hypertension, heart failure",,perindopril,ACE-inhibitor,['prescription'],"['hypertension', 'heart failure']",,['perindopril'],['ACE-inhibitor'],,
cozaar,m,1,prescription,"hypertension, diabetic kidney disease",,,ARB,['prescription'],"['hypertension', 'diabetic kidney disease']",,,['ARB'],,
creatin,m,1,supplement,increase muscle mass,creatine,,,['supplement'],['increase muscle mass'],['creatine'],,,,
creatine,m,1,supplement,increase muscle mass,,,,['supplement'],['increase muscle mass'],,,,,
crestor,m,1,prescription,hypercholesterolaemia,statin,rosuvastatin,statin,['prescription'],['hypercholesterolaemia'],['statin'],['rosuvastatin'],['statin'],,
cromolyn sodium,m,2,prescription,"asthma, rhinitis, vernal conjuctivitis, keratitis, keratoconjunctivitis",,,,['prescription'],"['asthma', 'rhinitis', 'vernal conjuctivitis', 'keratitis', 'keratoconjunctivitis']",,,,,
curamin,m,1,supplement,pain relief,,,,['supplement'],['pain relief'],,,,,
curcumin,m,1,supplement,"osteoarthritis, pain relief, inflammation",,,,['supplement'],"['osteoarthritis', 'pain relief', 'inflammation']",,,,,
